CID,Annotator,Sentence,Sno.,Preprocessed,TripletOutput
4431,Magda,A: Then you know what she said to me?,101,Then you know what she said to me?,"[('AUTHOR', 'know', 'true'), ('AUTHOR', 'said', 'true')]"
4431,Magda,B: What.,102,What.,[]
4431,Magda,A: [channel noise] She said,103,She said,"[('AUTHOR', 'said', 'true')]"
4431,Magda,"A: {lipsmack} {breath} &uh, and this sounded just like something like %uh her mother-in-law or w- I don’t know th- what the hell relationsh- it wouldn’t be mother-in-law.",104,"uh, and this sounded just like something like her mother-in-law or I don’t know what the hell it wouldn’t be mother-in-law.","[('AUTHOR', 'sounded', 'true'), ('AUTHOR', 'I', 'true'), ('AUTHOR', 'be', 'unknown')]"
4431,Magda,A: [background clink] What %uh &Drew’s mom,105,What Drew’s mom,"[('AUTHOR', 'what', 'true')]"
4431,Magda,A: probably is saying to her. {breath} &Kara says well I have to do what’s right for &David. [[imitating Kara in last nine words]],106,probably is saying to her. Kara says well I have to do what’s right for David.,"[('AUTHOR', 'says', 'true'), ('AUTHOR', 'says', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'do', 'unknown'), ('AUTHOR', 'right', 'unknown'), ('AUTHOR_Kara', 'have', 'true'), ('AUTHOR_Kara', 'do', 'true'), ('AUTHOR_Kara', 'right', 'true')]"
4431,Magda,B: ((oh)) [distorted],107,oh,"[('AUTHOR', 'oh', 'true')]"
4431,Magda,A: And I said no &Kara you have to do what’s right for &Kara.,108,And I said no Kara you have to do what’s right for Kara.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'do', 'unknown'), ('AUTHOR', 'right', 'unknown'), ('AUTHOR_I', 'have', 'false'), ('AUTHOR_I', 'do', 'true'), ('AUTHOR_I', 'right', 'true')]"
4431,Magda,A: And what’s right for &Kara will be right for &David.,109,And what’s right for Kara will be right for David.,"[('AUTHOR', 'right', 'true')]"
4431,Magda,"B: That’s right. As long as you feed him, love him and take care of him.",110,"That’s right. As long as you feed him, love him and take care of him.","[('AUTHOR', 'feed', 'unknown'), ('AUTHOR', 'love', 'unknown'), ('AUTHOR', 'take', 'unknown')]"
4431,Magda,A: oh well I don’t want him to not know his daddy. [[imitating Kara]],111,oh well I don’t want him to not know his daddy.,"[('AUTHOR', 'want', 'false'), ('AUTHOR', 'know', 'unknown')]"
4431,Magda,A: I’m like,112,I’m like,"[('AUTHOR', 'like', 'true')]"
4431,Magda,A: {breath} Why?,113,Why?,"[('AUTHOR', 'why', 'true')]"
4431,Magda,"A: I wouldn’t I w-, I you know what I could never be with someone who didn’t love me.",114,I wouldn’t I I you know what I could never be with someone who didn’t love me.,"[('AUTHOR', 'know', 'false'), ('AUTHOR', 'be', 'unknown'), ('AUTHOR', 'who', 'unknown'), ('AUTHOR', 'love', 'unknown')]"
4431,Magda,A: Could you?,115,Could you?,"[('AUTHOR', 'could', 'could')]"
4431,Magda,B: Hell no.,116,Hell no.,"[('AUTHOR', 'Hell', 'pfalse')]"
4431,Magda,A: I don’t get that.,117,I don’t get that.,"[('AUTHOR', 'get', 'false')]"
4431,Magda,A: I don’t get that. Anyway so I spouted my mouth off,118,I don’t get that. Anyway so I spouted my mouth off,"[('AUTHOR', 'get', 'false'), ('AUTHOR', 'spouted', 'true')]"
4431,Magda,A: {breath} Well I,119,Well I,"[('AUTHOR', 'well', 'true')]"
4431,Magda,B: Good for you.,120,Good for you.,[]
4431,Magda,A: I have to tell you the week before I met,121,I have to tell you the week before I met,"[('AUTHOR', 'tell', 'unknown'), ('AUTHOR', 'met', 'unknown')]"
4431,Magda,A: %uh,122,uh,"[('AUTHOR', 'uh', 'true')]"
4431,Magda,A: the %uh [[quietly groaning]] sergeant and lieutenant at the %uh &Des &Moines &McDonald’s,123,the sergeant and lieutenant at the Des Moines McDonald’s,"[('AUTHOR', 'sergeant', 'true'), ('AUTHOR', 'lancet', 'true')]"
4431,Magda,A: because they were dropping off &Shawn.,124,because they were dropping off Shawn.,"[('AUTHOR', 'dropping', 'true')]"
4431,Magda,B: Sergeant and lieutenant?,125,Sergeant and lieutenant?,"[('AUTHOR', 'sergeant', 'true')]"
4431,Magda,A: &Jennings.,126,Jennings.,"[('AUTHOR', 'Jenny', 'true')]"
4431,Magda,B: %huh?,127,huh?,"[('AUTHOR', 'huh', 'true')]"
4431,Magda,A: Sergeant and lieutenant &Jennings.,128,Sergeant and lieutenant Jennings.,"[('AUTHOR', 'sergeant', 'true')]"
4431,Magda,B: You talking about mom and dad? {laugh},129,You talking about mom and dad?,"[('AUTHOR', 'talking', 'true')]"
4431,Magda,A: yeah.,130,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: %eh here’s why I call them that.,131,here’s why I call them that.,"[('AUTHOR', 'call', 'true')]"
4431,Magda,"A: So we’re sitting there in &McDonald’s p- and I’m they had &Shawn for a week {breath} and %uh we’re visiting and, and %uh {breath} they start in on me right away.",132,"So we’re sitting there in McDonald’s and I’m they had Shawn for a week and we’re visiting and, and they start in on me right away.","[('AUTHOR', 'sitting', 'true'), ('AUTHOR', 'had', 'true'), ('AUTHOR', 'visiting', 'true'), ('AUTHOR', 'start', 'true')]"
4431,Magda,A: And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. [[adopting the voice of an admonishing parent for mocking effect]] {breath} It was the whole time was %uh was nothing but a big fucking lecture.,133,And you keep your mouth shut and you don’t say this and you don’t say that and don’t say this and don’t say that. It was the whole time was was nothing but a big fucking lecture.,"[('AUTHOR', 'keep', 'true'), ('AUTHOR', 'say', 'false'), ('AUTHOR', 'say', 'true'), ('AUTHOR', 'say', 'true'), ('AUTHOR', 'keep', 'true'), ('AUTHOR', 'keep', 'true')]"
4431,Magda,B: {laugh} You say oh I’ve got to go.,134,You say oh I’ve got to go.,"[('AUTHOR', 'say', 'true'), ('AUTHOR', 'go', 'unknown'), ('AUTHOR_you', 'go', 'true')]"
4431,Magda,"A: So I think, I think I did that on purpose.",135,"So I think, I think I did that on purpose.","[('AUTHOR', 'think', 'true'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'did', 'unknown'), ('AUTHOR_I', 'did', 'true')]"
4431,Magda,B: Good for you.,136,Good for you.,[]
4431,Magda,A: {breath} Well then the following weekend was father’s day.,137,Well then the following weekend was father’s day.,"[('AUTHOR', 'was', 'true')]"
4431,Magda,A: And %uh we were supposed to all meet in &Des M-,138,And we were supposed to all meet in Des M-,"[('AUTHOR', 'meet', 'unknown')]"
4431,Magda,A: oh that was to drop &Shawn off. okay. yeah.  {breath} And then we’re going to meet and pick &Shawn up and see &Kara and &David. I’ve never seen that kid.,139,oh that was to drop Shawn off. okay. yeah. And then we’re going to meet and pick Shawn up and see Kara and David. I’ve never seen that kid.,"[('AUTHOR', 'drop', 'true'), ('AUTHOR', 'meet', 'true'), ('AUTHOR', 'pick', 'true'), ('AUTHOR', 'see', 'true')]"
4431,Magda,"A: Have no clue what he, well you haven’t either.",140,"Have no clue what he, well you haven’t either.","[('AUTHOR', 'have', 'false'), ('AUTHOR', 'know', 'false')]"
4431,Magda,B: uh-uh.,141,uh-uh.,"[('AUTHOR', 'uh-uh', 'true')]"
4431,Magda,A: So %um,142,So,"[('AUTHOR', 'so', 'so')]"
4431,Magda,"A: we get there and there’s dad with his hands in his pocket and he meets us out at the car and, {breath} and %uh",143,"we get there and there’s dad with his hands in his pocket and he meets us out at the car and, and","[('AUTHOR', 'get', 'true'), ('AUTHOR_he', 'get', 'true')]"
4431,Magda,A: %um mom was sitting on the bench for once not huddling around dad. {breath},144,mom was sitting on the bench for once not huddling around dad.,"[('AUTHOR', 'sitting', 'true'), ('AUTHOR', 'huddling', 'false')]"
4431,Magda,B: {laugh},145,,"[('AUTHOR', 'restriction', 'true')]"
4431,Magda,A: And %um I said where’s &Kara. {breath} He said well she didn’t come.,146,And I said where’s Kara. He said well she didn’t come.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'where', 'unknown'), ('AUTHOR', 'come', 'unknown'), ('AUTHOR_He', 'where', 'false'), ('AUTHOR_He', 'come', 'false')]"
4431,Magda,A: {breath} And I said what.,147,And I said what.,"[('AUTHOR', 'said', 'true')]"
4431,Magda,"A: He said no she didn’t come. She %uh she didn’t like the last two conversations that she had with you. She %uh doesn’t, didn’t like what you s- you had to say to her.",148,"He said no she didn’t come. She she didn’t like the last two conversations that she had with you. She doesn’t, didn’t like what you you had to say to her.","[('AUTHOR', 'said', 'true'), ('AUTHOR', 'come', 'unknown'), ('AUTHOR', 'like', 'unknown'), ('AUTHOR', 'conversations', 'true'), ('AUTHOR', 'had', 'true'), ('AUTHOR', 'like', 'false'), ('AUTHOR_He', 'come', 'false'), ('AUTHOR_He', 'like', 'false'), ('AUTHOR_He', 'conversations', 'true'), ('AUTHOR_He', 'had', 'true'), ('AUTHOR_He', 'like', 'false')]"
4431,Magda,B: So they still backing her.,149,So they still backing her.,"[('AUTHOR', 'backing', 'true')]"
4431,Magda,A: And you want to know something?,150,And you want to know something?,"[('AUTHOR', 'want', 'true'), ('AUTHOR', 'know', 'unknown')]"
4431,Magda,B: What?,151,What?,[]
4431,Magda,A: They probably told her it was okay not to come. They probably said yeah [[drawn out]] we don’t like how she talks to us either. [[bitter evocation of parental diction in previous ten words]],152,They probably told her it was okay not to come. They probably said yeah we don’t like how she talks to us either.,"[('AUTHOR', 'told', 'true'), ('AUTHOR', 'come', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'like', 'unknown'), ('AUTHOR', 'talks', 'unknown'), ('AUTHOR_They', 'come', 'false'), ('AUTHOR_They', 'like', 'false'), ('AUTHOR_They', 'talks', 'true')]"
4431,Magda,B: {laugh},153,,"[('AUTHOR', 'restriction', 'true')]"
4431,Magda,"A: I bet, what do you want to bet because",154,"I bet, what do you want to bet because","[('AUTHOR', 'bet', 'true'), ('AUTHOR', 'want', 'true'), ('AUTHOR', 'bet', 'true')]"
4431,Magda,A: don’t you think they could have made her come?,155,don’t you think they could have made her come?,"[('AUTHOR', 'think', 'false'), ('AUTHOR', 'made', 'unknown'), ('AUTHOR', 'come', 'unknown')]"
4431,Magda,B: yeah.,156,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,B: They would’ve made anybody else come.,157,They would’ve made anybody else come.,"[('AUTHOR', 'made', 'unknown'), ('AUTHOR', 'come', 'unknown')]"
4431,Magda,A: Sure.,158,Sure.,"[('AUTHOR', 'sure', 'sure')]"
4431,Magda,A: They would’ve said get your ass in the car.,159,They would’ve said get your ass in the car.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'get', 'unknown'), ('AUTHOR_They', 'get', 'true')]"
4431,Magda,A: Whether y-,160,Whether y-,"[('AUTHOR', 'y', 'true')]"
4431,Magda,B: Say god damn we don’t want to hear no fucking shit. Let’s go.,161,Say god damn we don’t want to hear no fucking shit. Let’s go.,"[('AUTHOR', 'say', 'true'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR', 'hear', 'unknown'), ('AUTHOR', 'go', 'unknown')]"
4431,Magda,A: [background noise] Whether you’re thirty-six or twenty-six it don’t matter.,162,Whether you’re thirty-six or twenty-six it don’t matter.,"[('AUTHOR', 'matter', 'false')]"
4431,Magda,B: yeah.,163,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: You would’ve been in that god damn car.,164,You would’ve been in that god damn car.,"[('AUTHOR', 'in', 'unknown')]"
4431,Magda,A: Well,165,Well,"[('AUTHOR', 'well', 'well')]"
4431,Magda,A: {breath} it was just like well we’ll show her for spouting her mouth off.,166,it was just like well we’ll show her for spouting her mouth off.,"[('AUTHOR', 'show', 'true'), ('AUTHOR', 'spouting', 'true')]"
4431,Magda,B: She won’t get to see the baby.,167,She won’t get to see the baby.,"[('AUTHOR', 'get', 'false'), ('AUTHOR', 'see', 'false')]"
4431,Magda,A: yeah.,168,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: Exactly. We’ll punish her.,169,Exactly. We’ll punish her.,"[('AUTHOR', 'punish', 'true')]"
4431,Magda,A: {breath} So then he just calls.  The old man just calls me and says,170,So then he just calls. The old man just calls me and says,"[('AUTHOR', 'calls', 'true'), ('AUTHOR', 'calls', 'true'), ('AUTHOR', 'says', 'true')]"
4431,Magda,A: I got my messy {breath} mess- message {breath} machine and says {breath} %uh yeah we want to we want &Ryan to come out. We don’t think it’s fair that &Ryan can’t come out. {breath} [[mocking imitation of family member in last twenty one words]],171,I got my messy message machine and says yeah we want to we want Ryan to come out. We don’t think it’s fair that Ryan can’t come out.,"[('AUTHOR', 'get', 'true'), ('AUTHOR', 'says', 'true'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR', 'come', 'unknown'), ('AUTHOR', 'think', 'unknown'), ('AUTHOR', 'fair', 'unknown'), ('AUTHOR_I', 'want', 'true'), ('AUTHOR_I', 'come', 'true'), ('AUTHOR_I', 'think', 'true'), ('AUTHOR_I', 'fair', 'false')]"
4431,Magda,"A: And %uh cause I, I, I said I’m not going to meet them in &Des &Moines.  I c-, I can’t be with them &Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.",172,"And cause I, I, I said I’m not going to meet them in Des Moines. I I can’t be with them Tad. I get I, I lose two weeks of my life every time I’m with them. Mentally I can’t take it.","[('AUTHOR', 'said', 'true'), ('AUTHOR', 'meet', 'unknown'), ('AUTHOR', 'be', 'unknown'), ('AUTHOR', 'get', 'unknown'), ('AUTHOR', 'lose', 'unknown'), ('AUTHOR_I', 'lose', 'true')]"
4431,Magda,B: Well why do you think nobody else has no --,173,Well why do you think nobody else has no-,"[('AUTHOR', 'think', 'false')]"
4431,Magda,"A: I, I can’t, I can’t do it anymore.",174,"I, I can’t, I can’t do it anymore.","[('AUTHOR', 'can’t', 'true'), ('AUTHOR', 'do', 'false')]"
4431,Magda,B: -- contact with them.,175,-- contact with them.,"[('AUTHOR', 'contact', 'true')]"
4431,Magda,"A: I, I just can’t. {breath}",176,"I, I just can’t.","[('AUTHOR', ""can't"", 'true')]"
4431,Magda,B: I mean that pissed me off the last time they were here so.,177,I mean that pissed me off the last time they were here so.,"[('AUTHOR', 'pissed', 'true'), ('AUTHOR', 'here', 'true')]"
4431,Magda,A: But it’s never their fault.,178,But it’s never their fault.,"[('AUTHOR', 'fault', 'true')]"
4431,Magda,A: It’s never for anything that they’ve done.,179,It’s never for anything that they’ve done.,"[('AUTHOR', 'for', 'false'), ('AUTHOR', 'done', 'false')]"
4431,Magda,"B: I know that and I mean i- i- you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.",180,"I know that and I mean you get blamed, you still get blamed for shit and, and lectured about shit that happens when you’re a kid or, or, or whatever and all that I mean.","[('AUTHOR', 'know', 'true'), ('AUTHOR', 'get', 'unknown'), ('AUTHOR', 'blamed', 'unknown'), ('AUTHOR', 'blamed', 'true'), ('AUTHOR', 'lectured', 'true'), ('AUTHOR', 'happens', 'true'), ('AUTHOR_I', 'get', 'true'), ('AUTHOR_I', 'blamed', 'true'), ('AUTHOR_I', 'blamed', 'true'), ('AUTHOR_I', 'lectured', 'true'), ('AUTHOR_I', 'happens', 'true')]"
4431,Magda,"A: Well I don’t get it for that but %um so then dad, dad says now why {breath} don’t you want to go to &Des &Moines and I said because I don’t.",181,"Well I don’t get it for that but so then dad, dad says now why don’t you want to go to Des Moines and I said because I don’t.","[('AUTHOR', 'get', 'false'), ('AUTHOR', 'says', 'true'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR', 'go', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR_I', 'want', 'false'), ('AUTHOR_I', 'go', 'unknown')]"
4431,Magda,A: I said I thought we’d already been through this cause I already told them I didn’t want to go to &Des M&oines.,182,I said I thought we’d already been through this cause I already told them I didn’t want to go to Des Moines.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'thought', 'unknown'), ('AUTHOR', 'been', 'unknown'), ('AUTHOR', 'told', 'true'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR', 'go', 'unknown'), ('AUTHOR_I', 'thought', 'true'), ('AUTHOR_I', 'been', 'true'), ('AUTHOR_I', 'want', 'true'), ('AUTHOR_I', 'go', 'unknown')]"
4431,Magda,"A: And he goes {breath} well then we’ll drive to &Omaha and pick up sh- %um &Ryan {breath} and, and then %uh we’ll bring him back {breath} and then we’ll %uh bring him back home to &Omaha.  And I said {breath}",183,"And he goes well then we’ll drive to Omaha and pick up Ryan and, and then we’ll bring him back and then we’ll bring him back home to Omaha. And I said","[('AUTHOR', 'goes', 'true'), ('AUTHOR', 'drive', 'true'), ('AUTHOR', 'pick', 'true'), ('AUTHOR', 'bring', 'true'), ('AUTHOR', 'bring', 'true'), ('AUTHOR_I', 'goes', 'true'), ('AUTHOR_I', 'drive', 'true'), ('AUTHOR_I', 'pick', 'true'), ('AUTHOR_I', 'bring', 'true'), ('AUTHOR_I', 'bring', 'true')]"
4431,Magda,B: %mm.,184,mm.,"[('AUTHOR', 'mm', 'true')]"
4431,Magda,A: oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,185,oh so you’re not and the whole thing is that I won’t let them stay in my house anymore.,"[('AUTHOR', 'let', 'unknown'), ('AUTHOR', 'stay', 'unknown')]"
4431,Magda,A: [background noise] Because I can’t have that twenty-four hour {breath} bitching and negative. I can’t. I can’t live like that.,186,Because I can’t have that twenty-four hour bitching and negative. I can’t. I can’t live like that.,"[('AUTHOR', 'live', 'unknown')]"
4431,Magda,B: yeah.,187,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,B: yeah.,188,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: You know what I’m saying?,189,You know what I’m saying?,"[('AUTHOR', 'know', 'unknown'), ('AUTHOR', 'saying', 'true')]"
4431,Magda,B: mhm.,190,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4431,Magda,A: It’s just twenty-four hours.,191,It’s just twenty-four hours.,"[('AUTHOR', 'twenty-four', 'true')]"
4431,Magda,"A: So %um I said so, so let me understand this so you’re coming, you’re picking him up and you’re leaving? You’re not staying? Right.  And I go %hm well it sounds like we’re back to the same old",192,"So I said so, so let me understand this so you’re coming, you’re picking him up and you’re leaving? You’re not staying? Right. And I go well it sounds like we’re back to the same old","[('AUTHOR', 'said', 'true'), ('AUTHOR', 'understand', 'unknown'), ('AUTHOR', 'coming', 'unknown'), ('AUTHOR', 'picking', 'unknown'), ('AUTHOR', 'leaving', 'unknown'), ('AUTHOR', 'staying', 'unknown'), ('AUTHOR_I', 'coming', 'true'), ('AUTHOR_I', 'picking', 'true'), ('AUTHOR_I', 'leaving', 'true'), ('AUTHOR_I', 'staying', 'true')]"
4431,Magda,A: argument. {breath} And %um I said so you’re going to punish me because you’re offended that I don’t particularly want you to stay here in my home.,193,argument. And I said so you’re going to punish me because you’re offended that I don’t particularly want you to stay here in my home.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'punish', 'unknown'), ('AUTHOR', 'offended', 'true'), ('AUTHOR', 'want', 'unknown'), ('AUTHOR', 'stay', 'unknown'), ('AUTHOR_I', 'stay', 'false')]"
4431,Magda,A: {breath} Well no it’s not punishing. [[imitating bitterly]] I said well then what do you call it.  I mean I just came out and said it.,194,Well no it’s not punishing. I said well then what do you call it. I mean I just came out and said it.,"[('AUTHOR', 'punishing', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'called', 'unknown'), ('AUTHOR', 'come', 'true'), ('AUTHOR', 'said', 'true')]"
4431,Magda,B: yeah.,195,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4431,Magda,A: No you just don’t un- [[mocking imitation]] I said no dad. I think it’s you don’t understand. You don’t understand how you affect my family.  You and mom.,196,No you just don’t I said no dad. I think it’s you don’t understand. You don’t understand how you affect my family. You and mom.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'think', 'unknown'), ('AUTHOR', 'understand', 'unknown'), ('AUTHOR', 'affect', 'unknown'), ('AUTHOR_I', 'think', 'true'), ('AUTHOR_I', 'understand', 'false'), ('AUTHOR_I', 'affect', 'unknown')]"
4431,Magda,A: And and more importantly how you affect me. {breath} And he said that’s your problem. You think too much about yourself. [[imitating father in previous nine words]],197,And and more importantly how you affect me. And he said that’s your problem. You think too much about yourself.,"[('AUTHOR', 'affects', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'think', 'unknown'), ('AUTHOR', 'problem', 'unknown'), ('AUTHOR_he', 'affects', 'true'), ('AUTHOR_he', 'think', 'true'), ('AUTHOR_he', 'problem', 'true')]"
4431,Magda,A: {sniff} And I said goodbye dad.,198,And I said goodbye dad.,"[('AUTHOR', 'said', 'true')]"
4431,Magda,B: %hm.,199,hm.,"[('AUTHOR', 'hm', 'true')]"
4431,Magda,A: And I hung the phone up. {breath},200,And I hung the phone up.,"[('AUTHOR', 'hung', 'true')]"
4431,Magda,B: Good for you.,201,Good for you.,[]
4431,Magda,"A: {breath} Why does, why does our life have to be like this? I don’t get it. {breath}",202,"Why does, why does our life have to be like this? I don’t get it.","[('AUTHOR', 'be', 'unknown'), ('AUTHOR_DUMMY', 'be', 'true')]"
4431,Magda,B: Well they’re the ones who created it. They’re n-,203,Well they’re the ones who created it. They’re n-,"[('AUTHOR', 'created', 'true')]"
4431,Magda,A: Why do they have to be like that?,204,Why do they have to be like that?,"[('AUTHOR', 'like', 'true')]"
4431,Magda,B: I don’t know and,205,I don’t know and,"[('AUTHOR', 'know', 'false')]"
4431,Magda,A: Dad [distortion] You know what I said to dad when he met me at the %um when he came up to our door and said {breath} &Kara’s not coming cause she doesn’t like y- you know what I said to him,206,Dad You know what I said to dad when he met me at the when he came up to our door and said Kara’s not coming cause she doesn’t like you know what I said to him,"[('AUTHOR', 'know', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'met', 'true'), ('AUTHOR', 'came', 'true'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'coming', 'unknown'), ('AUTHOR', 'like', 'unknown'), ('AUTHOR_you', 'said', 'true'), ('AUTHOR_you', 'met', 'true'), ('AUTHOR_you', 'came', 'true'), ('AUTHOR_you', 'said', 'true'), ('AUTHOR_you', 'coming', 'true'), ('AUTHOR_you', 'like', 'true')]"
4431,Magda,B: What?,207,What?,[]
4431,Magda,"A: I said I hope that my, my sons never treat one another like this.",208,"I said I hope that my, my sons never treat one another like this.","[('AUTHOR', 'said', 'true'), ('AUTHOR', 'hope', 'unknown'), ('AUTHOR', 'treat', 'unknown'), ('AUTHOR_I', 'hope', 'true'), ('AUTHOR_I', 'treat', 'unknown')]"
4431,Magda,B: True. I don’t think my kids will be that way.,209,True. I don’t think my kids will be that way.,"[('AUTHOR', 'think', 'false'), ('AUTHOR', 'be', 'unknown'), ('AUTHOR_I', 'be', 'false')]"
4431,Magda,A: And he just looked at me. [channel noise],210,And he just looked at me.,"[('AUTHOR', 'looked', 'true')]"
4431,Magda,B: Well you’ve got a point but,211,Well you’ve got a point but,"[('AUTHOR', 'point', 'true')]"
